Created on 03-03-2018,http://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-01-06 05-AM,ETHUSD,979.61,993,979.08,979.13,6369.51,6283053.76
2018-01-06 04-AM,ETHUSD,967.97,981,966.03,979.61,6843.26,6670347.82
2018-01-06 03-AM,ETHUSD,980.01,984.13,965.41,967.97,7806.71,7616898.11
2018-01-06 02-AM,ETHUSD,970.5,981,961.23,980.01,7900.08,7665913.93
2018-01-06 01-AM,ETHUSD,974.44,975,963.55,970.5,5293.78,5127340.77
2018-01-06 12-AM,ETHUSD,969.27,979,966.9,974.44,6795.47,6617507.58
2018-01-05 11-PM,ETHUSD,953.43,975,950,969.27,9326.07,8922770.46
2018-01-05 10-PM,ETHUSD,962.48,967,946.79,953.43,9175.52,8770506.92
2018-01-05 09-PM,ETHUSD,970.02,970.02,956.99,962.48,11785.39,11349387.63
2018-01-05 08-PM,ETHUSD,968.39,983.55,963.05,970.02,9836.8,9600898.73
2018-01-05 07-PM,ETHUSD,960.96,979,955.29,968.39,15978.87,15473974.46
2018-01-05 06-PM,ETHUSD,943.12,962.97,940.05,960.96,10102.64,9587220.92
2018-01-05 05-PM,ETHUSD,956.26,966.01,935,943.12,17148.82,16237397.31
2018-01-05 04-PM,ETHUSD,976.15,977,953,956.26,12597.75,12121029.99
2018-01-05 03-PM,ETHUSD,977.32,980.01,972,976.15,6689.86,6537689.75
2018-01-05 02-PM,ETHUSD,976.63,980.51,974.5,977.32,6326.53,6190279.25
2018-01-05 01-PM,ETHUSD,990,991.5,974.26,976.63,9033.91,8859468.83
2018-01-05 12-PM,ETHUSD,995.78,997.91,981.52,990,6921.86,6862261.38
2018-01-05 11-AM,ETHUSD,976.35,996,976.35,995.78,4189.27,4131780.52
2018-01-05 10-AM,ETHUSD,988.87,1000,974.26,976.35,8629.24,8527989.49
2018-01-05 09-AM,ETHUSD,1007.2,1007.2,975.2,988.87,13479.09,13305934.55
2018-01-05 08-AM,ETHUSD,999.99,1015,999.99,1007.2,7883.69,7966796.76
2018-01-05 07-AM,ETHUSD,1004,1009.99,991.11,999.99,8527.53,8552869.3
2018-01-05 06-AM,ETHUSD,994,1013.35,990,1004,22825.37,22845610.92
2018-01-05 05-AM,ETHUSD,995,996.33,984,994,8293.74,8230147.68
2018-01-05 04-AM,ETHUSD,988.45,996.9,971.2,995,21022.84,20824494.74
2018-01-05 03-AM,ETHUSD,979.76,988.45,975.75,988.45,14025.22,13766885.34
2018-01-05 02-AM,ETHUSD,972.23,979.76,970,979.76,6945.61,6774422.75
2018-01-05 01-AM,ETHUSD,956.98,975.72,956.98,972.23,10802.5,10480945.84
2018-01-05 12-AM,ETHUSD,949,956.98,942,956.98,6362.84,6035400.52
2018-01-04 11-PM,ETHUSD,949.32,957.84,948.01,949,6797.26,6472743.42
2018-01-04 10-PM,ETHUSD,956.38,959.44,947.99,949.32,7410.44,7069851.23
2018-01-04 09-PM,ETHUSD,946.96,959.99,934,956.38,14139.11,13385537.45
2018-01-04 08-PM,ETHUSD,953.01,954.4,912.88,946.96,22927.9,21422271.32
2018-01-04 07-PM,ETHUSD,958.5,965,946,953.01,18312.1,17491261.11
2018-01-04 06-PM,ETHUSD,982.27,982.27,958.5,958.5,12990.61,12631462.48
2018-01-04 05-PM,ETHUSD,986.99,987.76,974.51,982.27,14408.97,14171154.05
2018-01-04 04-PM,ETHUSD,993.21,993.21,980.02,986.99,14510.16,14338854.99
2018-01-04 03-PM,ETHUSD,990.25,993.26,983,993.21,15931.68,15711727.19
2018-01-04 02-PM,ETHUSD,979,994.89,974.77,990.25,22434.4,22105369.76
2018-01-04 01-PM,ETHUSD,943.49,979,941.16,979,19456.1,18744075.38
2018-01-04 12-PM,ETHUSD,946.99,949.89,938.12,943.49,7979.77,7544126.9
2018-01-04 11-AM,ETHUSD,931.73,947,929.87,946.99,1860.59,1742449.57
2018-01-04 10-AM,ETHUSD,925.91,938,925.91,931.73,4160.18,3875366.72
2018-01-04 09-AM,ETHUSD,923.98,929.62,906.01,925.91,8112.64,7454997.34
2018-01-04 08-AM,ETHUSD,937.97,946,922,923.98,12318.83,11520032.27
2018-01-04 07-AM,ETHUSD,936.36,940,930.5,937.97,7602.7,7110340.31
2018-01-04 06-AM,ETHUSD,936.01,942.65,929.9,936.36,8420.48,7890569.88
2018-01-04 05-AM,ETHUSD,931.07,938.12,920.64,936.01,9368.66,8709998.61
2018-01-04 04-AM,ETHUSD,925.2,933.99,920.1,931.07,8450.31,7847397.7
2018-01-04 03-AM,ETHUSD,932.8,938,925,925.2,9428.35,8808229.22
2018-01-04 02-AM,ETHUSD,925.96,934.76,925.95,932.8,13814.75,12864638.89
2018-01-04 01-AM,ETHUSD,938.4,939.93,925.95,925.96,11011.88,10312746.41
2018-01-04 12-AM,ETHUSD,938.31,940,925.6,938.4,10720.71,10007162.63
2018-01-03 11-PM,ETHUSD,943.39,949.98,932,938.31,17961.05,16936555.98
2018-01-03 10-PM,ETHUSD,927.07,947,925,943.39,20081.9,18842160.45
2018-01-03 09-PM,ETHUSD,918.22,933,916,927.07,14222.72,13131449.55
2018-01-03 08-PM,ETHUSD,917.8,926.88,906.9,918.22,15154.35,13932973.64
2018-01-03 07-PM,ETHUSD,920.01,932.98,903.87,917.8,32598.42,30047935.88
2018-01-03 06-PM,ETHUSD,881.33,923.99,880.5,919.7,32682.25,29457841.86
2018-01-03 05-PM,ETHUSD,876,882.43,875.99,881.33,6708.14,5902312.27
2018-01-03 04-PM,ETHUSD,880.66,883.83,870.53,876,8870.71,7798802.42
2018-01-03 03-PM,ETHUSD,876.58,885.22,874.5,880.66,10817.08,9534921.73
2018-01-03 02-PM,ETHUSD,873.9,882.59,873.9,876.58,6659.64,5846579.3
2018-01-03 01-PM,ETHUSD,861.75,874.85,860.86,873.9,5944.62,5152702.14
2018-01-03 12-PM,ETHUSD,872.8,873.1,857.01,861.75,5770.62,5002961.71
2018-01-03 11-AM,ETHUSD,862.71,873,862.7,872.8,3749.14,3263579.48
2018-01-03 10-AM,ETHUSD,862.34,863,850.11,862.71,6494.67,5562830.85
2018-01-03 09-AM,ETHUSD,875.19,875.8,861.26,862.34,7426.79,6449684.13
2018-01-03 08-AM,ETHUSD,882.85,882.86,875,875.19,3995.58,3511389.44
2018-01-03 07-AM,ETHUSD,879.99,883,878.03,882.85,4146.34,3653898.79
2018-01-03 06-AM,ETHUSD,876.97,880.07,874.26,879.99,4978.13,4374725.46
2018-01-03 05-AM,ETHUSD,867.81,876.97,867.8,876.97,6853.6,5989465.31
2018-01-03 04-AM,ETHUSD,863.31,868.3,855,867.81,8369.86,7232432.24
2018-01-03 03-AM,ETHUSD,864,870.4,860.9,863.31,6863.36,5930707.28
2018-01-03 02-AM,ETHUSD,872.4,872.48,861.01,864,9564.79,8291542.58
2018-01-03 01-AM,ETHUSD,881.88,886.95,866,872.4,13670.17,11982966.38
2018-01-03 12-AM,ETHUSD,865,886.24,864.99,881.88,15124.54,13267234.26
2018-01-02 11-PM,ETHUSD,860,871.99,859.99,865,8750.84,7572488.89
2018-01-02 10-PM,ETHUSD,866.8,868.5,849.64,860,8241.65,7057340.22
2018-01-02 09-PM,ETHUSD,862.8,869.89,856.36,866.8,8287.8,7173029.43
2018-01-02 08-PM,ETHUSD,853.75,863.85,845,862.8,9422.48,8036359.77
2018-01-02 07-PM,ETHUSD,856.08,856.08,820.4,853.75,31484.52,26429505.33
2018-01-02 06-PM,ETHUSD,869.93,873,844.36,856.08,19119.82,16484989.66
2018-01-02 05-PM,ETHUSD,865.95,870,865.93,869.93,7703.87,6691260.59
2018-01-02 04-PM,ETHUSD,866.01,874.9,865.08,865.95,10467.84,9121014.87
2018-01-02 03-PM,ETHUSD,866.55,873,862.26,866.01,9702.94,8418371.85
2018-01-02 02-PM,ETHUSD,867,870,861.38,866.55,7047.16,6098562.29
2018-01-02 01-PM,ETHUSD,849,867,846.32,867,9914.47,8494710.03
2018-01-02 12-PM,ETHUSD,852.69,855,845,849,3296.07,2801892.65
2018-01-02 11-AM,ETHUSD,853.98,858.88,846.31,852.69,5904.19,5036544.97
2018-01-02 10-AM,ETHUSD,843.51,853.98,842.88,853.98,4064.46,3442219.01
2018-01-02 09-AM,ETHUSD,842.18,843.51,832.02,843.51,4291.29,3595018.1
2018-01-02 08-AM,ETHUSD,849.75,852.24,837.94,842.18,4268.43,3614170.97
2018-01-02 07-AM,ETHUSD,847.76,850.24,844.55,849.75,3464.42,2937566.08
2018-01-02 06-AM,ETHUSD,842,853.98,838.63,847.76,5923.09,5032345.3
2018-01-02 05-AM,ETHUSD,832.96,852.92,832.96,842,13092.41,11051647.15
2018-01-02 04-AM,ETHUSD,826.99,845.83,822.5,832.96,14789.82,12340662.55
2018-01-02 03-AM,ETHUSD,856.82,856.83,822.51,826.99,26890.66,22530186.14
2018-01-02 02-AM,ETHUSD,844.37,878.5,826,856.82,56118.34,48006289.38
2018-01-02 01-AM,ETHUSD,787,850,786.99,844.37,47450.04,38761102.19
2018-01-02 12-AM,ETHUSD,759.03,787,759.02,787,15383.52,11936617.24
2018-01-01 11-PM,ETHUSD,754.42,759.03,753.04,759.03,3149.46,2379010.16
2018-01-01 10-PM,ETHUSD,761.68,764.97,752.44,754.42,4640.4,3526384.37
2018-01-01 09-PM,ETHUSD,755,764.95,754.99,761.68,7606.64,5791670.55
2018-01-01 08-PM,ETHUSD,749.91,755,747.04,755,4943.24,3719229.5
2018-01-01 07-PM,ETHUSD,741.32,749.91,738.86,749.91,3644.29,2715748.34
2018-01-01 06-PM,ETHUSD,744.99,745,738.89,741.32,3965.58,2937297.86
2018-01-01 05-PM,ETHUSD,742.24,745.01,741.25,744.99,3276.74,2439306.33
2018-01-01 04-PM,ETHUSD,747.36,748,738.56,742.24,3125.01,2321639.75
2018-01-01 03-PM,ETHUSD,744.49,749,738.01,747.36,2663.88,1987496.29
2018-01-01 02-PM,ETHUSD,742.5,744.5,732,744.49,3252.66,2396466.07
2018-01-01 01-PM,ETHUSD,750.5,750.51,738,742.5,1763.81,1312817.83
2018-01-01 12-PM,ETHUSD,745.91,751.43,743.45,750.5,1334.39,997640.27
2018-01-01 11-AM,ETHUSD,754.4,754.81,739.66,745.91,1429.43,1064842.75
2018-01-01 10-AM,ETHUSD,750,754.79,740,754.4,1425.38,1067423.73
2018-01-01 09-AM,ETHUSD,742.99,750,742.91,750,1363.19,1018668.45
2018-01-01 08-AM,ETHUSD,751.39,754,730.38,742.99,4449.64,3304926.89
2018-01-01 07-AM,ETHUSD,757.86,758,750.21,751.39,3975.39,3007026.69
2018-01-01 06-AM,ETHUSD,746.89,758,741.04,757.86,4833.64,3624599.69
2018-01-01 05-AM,ETHUSD,747.9,747.91,739.99,746.89,3616.53,2693552.6
2018-01-01 04-AM,ETHUSD,739.7,748.07,733.02,747.9,4290.98,3180304.69
2018-01-01 03-AM,ETHUSD,730.01,739.7,728.66,739.7,4716.97,3461348.11
2018-01-01 02-AM,ETHUSD,730.02,730.5,727.14,730.01,4048.93,2950627.37
2018-01-01 01-AM,ETHUSD,734.59,735.1,730.01,730.02,2575.86,1886624.01
2018-01-01 12-AM,ETHUSD,741.27,741.27,733.69,734.59,3659.46,2697546.48
2017-12-31 11-PM,ETHUSD,743.01,743.01,740.33,741.27,3598.88,2671091.87
2017-12-31 10-PM,ETHUSD,746.08,747.79,743,743.01,3375.19,2514400.23
2017-12-31 09-PM,ETHUSD,750.11,751,743.96,746.08,3893.92,2908764.02
2017-12-31 08-PM,ETHUSD,743.42,750.11,743.41,750.11,4464.29,3330359.12
2017-12-31 07-PM,ETHUSD,739.89,743.75,739.88,743.42,3185.68,2363924.3
2017-12-31 06-PM,ETHUSD,743.5,744,738,739.89,3581.07,2655324.33
2017-12-31 05-PM,ETHUSD,737.79,743.67,737.79,743.5,4589.68,3402088.52
2017-12-31 04-PM,ETHUSD,727.47,743.24,727.12,737.79,8308.37,6118088.24
2017-12-31 03-PM,ETHUSD,724.38,727.47,723.29,727.47,3881.13,2812291.21
2017-12-31 02-PM,ETHUSD,719.5,724.62,719.2,724.38,2971.76,2145690.5
2017-12-31 01-PM,ETHUSD,718.02,719.9,717.06,719.5,1780.19,1279810.15
2017-12-31 12-PM,ETHUSD,716.01,723,716,718.02,2067.3,1485714.63
2017-12-31 11-AM,ETHUSD,710,718.84,709.99,716.01,1933.22,1380263.49
2017-12-31 10-AM,ETHUSD,700,710,699,710,1477.55,1041444.78
2017-12-31 09-AM,ETHUSD,705.26,706.87,700,700,2318.43,1630740.81
2017-12-31 08-AM,ETHUSD,712.97,713.98,705.25,705.26,2042.1,1449417.87
2017-12-31 07-AM,ETHUSD,706.01,713.07,705.06,712.97,1784.0,1263510.38
2017-12-31 06-AM,ETHUSD,707.21,713.5,705.05,706.01,2799.86,1983984.09
2017-12-31 05-AM,ETHUSD,710.01,715.99,707.2,707.21,3391.23,2416737.41
2017-12-31 04-AM,ETHUSD,706.01,711,705.03,710.01,3205.38,2269334.27
2017-12-31 03-AM,ETHUSD,709.27,711.15,706,706.01,5194.03,3680452.16
2017-12-31 02-AM,ETHUSD,714.46,714.97,707.37,709.27,4379.26,3116730.05
2017-12-31 01-AM,ETHUSD,716.44,719.5,708.64,714.46,3822.11,2735172.27
2017-12-31 12-AM,ETHUSD,710.58,720.31,703,716.44,6006.95,4271163.98
2017-12-30 11-PM,ETHUSD,721.99,723.8,710.5,710.58,3492.64,2509568.67
2017-12-30 10-PM,ETHUSD,724.48,728.89,720.26,721.99,4439.08,3223993.3
2017-12-30 09-PM,ETHUSD,718.76,724.49,715.57,724.48,3356.09,2418209.65
2017-12-30 08-PM,ETHUSD,721.11,724.45,712.76,718.76,4794.88,3447272.98
2017-12-30 07-PM,ETHUSD,719.5,725,716.01,721.11,4258.9,3066562.84
2017-12-30 06-PM,ETHUSD,717.78,724.96,707,719.5,5457.83,3899975.01
2017-12-30 05-PM,ETHUSD,696.03,724.7,694.81,717.78,10504.69,7465724.43
2017-12-30 04-PM,ETHUSD,710.31,713.69,691.1,696.03,10876.74,7634857.18
2017-12-30 03-PM,ETHUSD,723.45,724.74,710.31,710.31,3796.11,2719019.71
2017-12-30 02-PM,ETHUSD,720,731,715.82,723.45,5001.08,3621917.1
2017-12-30 01-PM,ETHUSD,720.52,722.97,700,720,8372.19,5942162.35
2017-12-30 12-PM,ETHUSD,734.88,735,720.28,720.52,2173.04,1585158.12
2017-12-30 11-AM,ETHUSD,730.37,735,727.02,734.88,1723.19,1261228.41
2017-12-30 10-AM,ETHUSD,731.68,734.58,727.36,730.37,2733.88,1999081.62
2017-12-30 09-AM,ETHUSD,730.45,733,726,731.68,1814.91,1325550.54
2017-12-30 08-AM,ETHUSD,727.06,733.95,727.06,730.45,2346.64,1715764.59
2017-12-30 07-AM,ETHUSD,724.99,728.99,723,727.06,2851.74,2071019.38
2017-12-30 06-AM,ETHUSD,724.45,725.51,720,724.99,3566.98,2579845.02
2017-12-30 05-AM,ETHUSD,705.13,724.95,702,724.45,6392.79,4540967.35
2017-12-30 04-AM,ETHUSD,715.48,719.98,702.67,705.13,10285.46,7302977.66
2017-12-30 03-AM,ETHUSD,724.33,726.39,711.57,715.48,7797.12,5614845.25
2017-12-30 02-AM,ETHUSD,731.04,734.37,717.36,724.33,10125.27,7340948.54
2017-12-30 01-AM,ETHUSD,743.13,745,726.74,731.04,6762.79,5007537.13
2017-12-30 12-AM,ETHUSD,748.89,748.9,739.08,743.13,5803.63,4313787.36
2017-12-29 11-PM,ETHUSD,745.46,749.95,743.28,748.89,5473.24,4096788.88
2017-12-29 10-PM,ETHUSD,737.54,745.46,737.53,745.46,5347.43,3966218.14
2017-12-29 09-PM,ETHUSD,733.5,743.4,731.64,737.54,8842.59,6534275.42
2017-12-29 08-PM,ETHUSD,749.4,750.85,713,733.5,8275.64,6146253.82
2017-12-29 07-PM,ETHUSD,742.75,750.33,737.1,749.4,6882.67,5126624.98
2017-12-29 06-PM,ETHUSD,744.86,747,738,742.75,5193.27,3852534.34
2017-12-29 05-PM,ETHUSD,747.52,753.14,743,744.86,6571.71,4916475.4
2017-12-29 04-PM,ETHUSD,745.46,755,745.39,747.52,12104.82,9091462.72
2017-12-29 03-PM,ETHUSD,743.89,748,740,745.46,7274.57,5408113.36
2017-12-29 02-PM,ETHUSD,735.28,744.91,735.28,743.89,5205.98,3862186.54
2017-12-29 01-PM,ETHUSD,728.43,736.33,723.03,735.28,3534.13,2572296.74
2017-12-29 12-PM,ETHUSD,729.56,731,720.02,728.43,3889.53,2827390.8
2017-12-29 11-AM,ETHUSD,715,731.9,715,729.56,4969.38,3599037.18
2017-12-29 10-AM,ETHUSD,717.3,729.16,715,715,4935.16,3564195.59
2017-12-29 09-AM,ETHUSD,734.99,737.37,717.3,717.3,4890.14,3552727.91
2017-12-29 08-AM,ETHUSD,733.75,740.29,729.05,734.99,4206.09,3092387.52
2017-12-29 07-AM,ETHUSD,742.07,742.07,727.17,733.75,6059.14,4440749.3
2017-12-29 06-AM,ETHUSD,739.79,745,739.78,742.07,5058.55,3759136.66
2017-12-29 05-AM,ETHUSD,737.46,742,737.3,739.79,5177.88,3828639.18
2017-12-29 04-AM,ETHUSD,736.5,738.99,735.01,737.46,6389.43,4710813.24
2017-12-29 03-AM,ETHUSD,734.3,736.5,733.04,736.5,4912.6,3611740.02
2017-12-29 02-AM,ETHUSD,719.01,736,719,734.3,10348.88,7561333.94
2017-12-29 01-AM,ETHUSD,721.81,723.33,714.89,719.01,3615.89,2595520.63
2017-12-29 12-AM,ETHUSD,719.5,725,716.12,721.81,4622.78,3334404.85
2017-12-28 11-PM,ETHUSD,711.76,719.5,711.76,719.5,4765.13,3408655.88
2017-12-28 10-PM,ETHUSD,700.76,714.47,700.76,711.76,4419.83,3135595.95
2017-12-28 09-PM,ETHUSD,700.03,702.8,695.41,700.76,4075.35,2848337.09
2017-12-28 08-PM,ETHUSD,691,705.38,690.99,700.03,5120.19,3581007.92
2017-12-28 07-PM,ETHUSD,676.04,694.9,676.03,691,9541.63,6567892.63
2017-12-28 06-PM,ETHUSD,703.22,703.5,676.03,676.04,10097.41,6987846.96
2017-12-28 05-PM,ETHUSD,698.38,714.32,695,703.22,9140.46,6419256.9
2017-12-28 04-PM,ETHUSD,715,724.99,697,698.38,12974.62,9267204.0
2017-12-28 03-PM,ETHUSD,710,718.01,710,715,6528.58,4670553.98
2017-12-28 02-PM,ETHUSD,705.9,711,694.63,710,6935.63,4875708.75
2017-12-28 01-PM,ETHUSD,707.76,714,705.01,705.9,4304.26,3050742.73
2017-12-28 12-PM,ETHUSD,694.58,709.66,690.49,707.76,3870.82,2698238.72
2017-12-28 11-AM,ETHUSD,686,694.76,683.12,694.58,4137.39,2847732.52
2017-12-28 10-AM,ETHUSD,702.01,705.44,686,686,3451.34,2402748.41
2017-12-28 09-AM,ETHUSD,700.94,707.02,698.7,702.01,2901.85,2041520.19
2017-12-28 08-AM,ETHUSD,701.02,703.71,692,700.94,2798.21,1953332.85
2017-12-28 07-AM,ETHUSD,695.01,704.87,694.01,701.02,3285.0,2299945.64
2017-12-28 06-AM,ETHUSD,692.02,698.23,688.04,695.01,5844.01,4053323.25
2017-12-28 05-AM,ETHUSD,709.99,709.99,685.21,692.02,11103.34,7732821.46
2017-12-28 04-AM,ETHUSD,709.3,719.5,700.01,709.99,7545.83,5361548.86
2017-12-28 03-AM,ETHUSD,695.24,714.99,693,709.3,16990.64,11962534.86
2017-12-28 02-AM,ETHUSD,734.26,739.5,681.96,695.24,15480.35,11019666.95
2017-12-28 01-AM,ETHUSD,737,737.01,729.99,734.26,8771.19,6421409.07
2017-12-28 12-AM,ETHUSD,739.99,742.31,728.72,737,5619.6,4134161.95
2017-12-27 11-PM,ETHUSD,737.59,743.94,737.01,739.99,4316.36,3196608.73
2017-12-27 10-PM,ETHUSD,731.8,738.79,726.45,737.59,4874.97,3575049.19
2017-12-27 09-PM,ETHUSD,724.8,734.99,720,731.8,5307.52,3878159.58
2017-12-27 08-PM,ETHUSD,723.66,728.99,714,724.8,6380.38,4609666.16
2017-12-27 07-PM,ETHUSD,730.65,739.8,720,723.66,6676.59,4887648.84
2017-12-27 06-PM,ETHUSD,726.23,735,722,730.65,10824.86,7901108.77
2017-12-27 05-PM,ETHUSD,715.73,728.53,706,726.23,13271.78,9546415.04
2017-12-27 04-PM,ETHUSD,739.2,742.35,715,715.73,10070.51,7314535.77
2017-12-27 03-PM,ETHUSD,736,744.01,727,739.2,7358.84,5406775.46
2017-12-27 02-PM,ETHUSD,757.15,757.77,731.99,736,6486.71,4833062.72
2017-12-27 01-PM,ETHUSD,757.64,757.77,750.88,757.15,3012.32,2273044.37
2017-12-27 12-PM,ETHUSD,751.25,757.64,751.24,757.64,2279.15,1719910.88
2017-12-27 11-AM,ETHUSD,744.46,752.6,744.41,751.25,2247.49,1684415.97
2017-12-27 10-AM,ETHUSD,753.77,755,741.35,744.46,3626.21,2707119.71
2017-12-27 09-AM,ETHUSD,764,765.03,753,753.77,4115.33,3118008.47
2017-12-27 08-AM,ETHUSD,766.98,766.98,762.5,764,2464.68,1884116.5
2017-12-27 07-AM,ETHUSD,764.12,767,764.06,766.98,2103.48,1609590.3
2017-12-27 06-AM,ETHUSD,760.99,765,760.99,764.12,2934.89,2240977.35
2017-12-27 05-AM,ETHUSD,762.99,763.73,759.49,760.99,3521.42,2682336.45
2017-12-27 04-AM,ETHUSD,759.84,763.97,758.69,762.99,4765.11,3626239.44
2017-12-27 03-AM,ETHUSD,755.49,759.87,753.96,759.84,2744.12,2076149.79
2017-12-27 02-AM,ETHUSD,758,761.89,752.02,755.49,4221.44,3190729.48
2017-12-27 01-AM,ETHUSD,759.5,763.39,756.2,758,3744.14,2846231.38
2017-12-27 12-AM,ETHUSD,755.07,759.58,751.02,759.5,4474.43,3383346.89
2017-12-26 11-PM,ETHUSD,745.4,755.07,745.39,755.07,4144.5,3105354.94
2017-12-26 10-PM,ETHUSD,747.01,747.26,743.01,745.4,3003.38,2239547.13
2017-12-26 09-PM,ETHUSD,744.76,747.88,742.4,747.01,4442.47,3308589.19
2017-12-26 08-PM,ETHUSD,749,749,744.76,744.76,4410.1,3296775.87
2017-12-26 07-PM,ETHUSD,744.9,750.33,744.89,749,4242.52,3175612.59
2017-12-26 06-PM,ETHUSD,744,745.24,740.26,744.9,2661.7,1979189.1
2017-12-26 05-PM,ETHUSD,751.09,751.09,739,744,4985.11,3714903.77
2017-12-26 04-PM,ETHUSD,746.52,752.93,745.12,751.09,5469.04,4098148.27
2017-12-26 03-PM,ETHUSD,740.12,747.45,738.07,746.52,6094.59,4524692.35
2017-12-26 02-PM,ETHUSD,747.5,754.98,740.11,740.12,5024.9,3752687.4
2017-12-26 01-PM,ETHUSD,751.21,754.17,746,747.5,3017.62,2265637.12
2017-12-26 12-PM,ETHUSD,751.68,756.55,743.45,751.21,2729.28,2047218.54
2017-12-26 11-AM,ETHUSD,759.75,759.75,749,751.68,1984.87,1495083.02
2017-12-26 10-AM,ETHUSD,763.01,764.25,759.69,759.75,1135.27,864016.97
2017-12-26 09-AM,ETHUSD,760.03,764.65,755.29,763.01,1281.02,972848.33
2017-12-26 08-AM,ETHUSD,763,764.96,760,760.03,1659.55,1267272.48
2017-12-26 07-AM,ETHUSD,758.12,764,753.91,763,3449.98,2616240.51
2017-12-26 06-AM,ETHUSD,757.4,759.93,755,758.12,2195.73,1665705.55
2017-12-26 05-AM,ETHUSD,756.9,758.8,748.65,757.4,6387.61,4814821.04
2017-12-26 04-AM,ETHUSD,770,771,752,756.9,7751.92,5920453.89
2017-12-26 03-AM,ETHUSD,756.19,770,755.99,770,7369.86,5638982.84
2017-12-26 02-AM,ETHUSD,749.98,765,746.9,756.19,9788.94,7422735.24
2017-12-26 01-AM,ETHUSD,744.88,749.99,742.61,749.98,3181.49,2375715.81
2017-12-26 12-AM,ETHUSD,740.5,747.4,740.49,744.88,2349.93,1748337.4
2017-12-25 11-PM,ETHUSD,741.99,743,740,740.5,2399.55,1779986.94
2017-12-25 10-PM,ETHUSD,740.9,743.67,735,741.99,3119.35,2309060.05
2017-12-25 09-PM,ETHUSD,737.85,746.01,735,740.9,6647.86,4915110.12
2017-12-25 08-PM,ETHUSD,744.5,753.5,736.06,737.85,7272.67,5429362.72
2017-12-25 07-PM,ETHUSD,742.57,744.99,739.67,744.5,2409.88,1790265.09
2017-12-25 06-PM,ETHUSD,737.87,746.4,737.73,742.57,3845.79,2853748.3
2017-12-25 05-PM,ETHUSD,741.74,743.36,725,737.87,4907.5,3613041.03
2017-12-25 04-PM,ETHUSD,737.41,748,737,741.74,4004.97,2978233.72
2017-12-25 03-PM,ETHUSD,725.01,742,723.05,737.41,3343.87,2458696.11
2017-12-25 02-PM,ETHUSD,716.99,737.7,713.01,725.01,5911.68,4291395.09
2017-12-25 01-PM,ETHUSD,752.8,756.97,715.9,716.99,8619.02,6391906.77
2017-12-25 12-PM,ETHUSD,748.98,759.88,748.97,752.8,5250.93,3962706.74
2017-12-25 11-AM,ETHUSD,742.51,749,738.94,748.98,2156.46,1608499.84
2017-12-25 10-AM,ETHUSD,737.51,745.33,737.34,742.51,2037.82,1513092.62
2017-12-25 09-AM,ETHUSD,741.94,742.06,734.11,737.51,3474.31,2569615.95
2017-12-25 08-AM,ETHUSD,727.44,741.94,723.36,741.94,4531.27,3319618.89
2017-12-25 07-AM,ETHUSD,723.55,729.63,716.56,727.44,2072.21,1500733.4
2017-12-25 06-AM,ETHUSD,724.89,732,720.99,723.55,5228.41,3800146.2
2017-12-25 05-AM,ETHUSD,721.5,724.9,719,724.89,4577.9,3310163.65
2017-12-25 04-AM,ETHUSD,712.79,724.5,700.56,721.5,5722.81,4096069.3
2017-12-25 03-AM,ETHUSD,710,721.99,708.55,712.79,4832.65,3468574.98
2017-12-25 02-AM,ETHUSD,719.94,725,705.01,710,9474.23,6807745.13
2017-12-25 01-AM,ETHUSD,708,720,693.5,719.94,7844.74,5540033.29
2017-12-25 12-AM,ETHUSD,697.04,711,695.37,708,9208.94,6497158.27
2017-12-24 11-PM,ETHUSD,685.98,698.04,685,697.04,4388.38,3030867.88
2017-12-24 10-PM,ETHUSD,671.13,686,670,685.98,3188.2,2160480.76
2017-12-24 09-PM,ETHUSD,677.76,678.5,671,671.13,2976.68,2009515.03
2017-12-24 08-PM,ETHUSD,662.99,678.54,662,677.76,6975.86,4696205.04
2017-12-24 07-PM,ETHUSD,669,670.56,651.2,662.99,7000.31,4643221.28
2017-12-24 06-PM,ETHUSD,674.99,679.99,666.01,669,5253.66,3525973.9
2017-12-24 05-PM,ETHUSD,683.31,686,672,674.99,3696.53,2514047.24
2017-12-24 04-PM,ETHUSD,678.56,688.99,675.14,683.31,6500.68,4445417.72
2017-12-24 03-PM,ETHUSD,689.23,692.16,666,678.56,5247.35,3570673.08
2017-12-24 02-PM,ETHUSD,677.14,694.13,665.54,689.23,6027.64,4099797.98
2017-12-24 01-PM,ETHUSD,664.98,690,664.97,677.14,6924.61,4687688.45
2017-12-24 12-PM,ETHUSD,660,671.19,641.14,664.98,9196.56,6014032.82
2017-12-24 11-AM,ETHUSD,675.01,679.63,654.65,660,11592.71,7679360.28
2017-12-24 10-AM,ETHUSD,692.64,694.37,667.88,675.01,6429.8,4364519.38
2017-12-24 09-AM,ETHUSD,707.01,710.3,690,692.64,2325.42,1626547.07
2017-12-24 08-AM,ETHUSD,699.77,710,691,707.01,2684.66,1880794.71
2017-12-24 07-AM,ETHUSD,708.99,711,699.76,699.77,2980.37,2105631.13
2017-12-24 06-AM,ETHUSD,701,709,700.99,708.99,4462.82,3148374.88
2017-12-24 05-AM,ETHUSD,690.88,701,689.1,701,4700.63,3265489.99
